Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, total",SP.POP.TOTL,Barbados,BRB,282987,283698,284294,284825,285327,285798,286229,286640,287021,287371,..
"Population, total",SP.POP.TOTL,Belarus,BLR,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952,..
"Population, total",SP.POP.TOTL,Belgium,BEL,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11427054,11488980,11555997,..
"Population, total",SP.POP.TOTL,Belize,BLZ,330236,338001,345707,353366,360926,368399,375775,383071,390351,397621,..
"Population, total",SP.POP.TOTL,Benin,BEN,9460829,9729254,10004594,10286839,10575962,10872072,11175192,11485035,11801151,12123198,..
"Population, total",SP.POP.TOTL,Bermuda,BMU,64564,64798,65001,65138,65237,64554,63873,63919,63913,63903,..
"Population, total",SP.POP.TOTL,Bhutan,BTN,693297,701582,710235,719053,727885,736706,745563,754396,763094,771612,..
"Population, total",SP.POP.TOTL,Bolivia,BOL,10212951,10377677,10542375,10706517,10869732,11031822,11192853,11353140,11513102,11673029,..
"Population, total",SP.POP.TOTL,Bosnia and Herzegovina,BIH,3661173,3604972,3542598,3482106,3429362,3386263,3351534,3323929,3300998,3280815,..
"Population, total",SP.POP.TOTL,Botswana,BWA,2015406,2039551,2062551,2088619,2120716,2159925,2205076,2254067,2303703,2351625,..
"Population, total",SP.POP.TOTL,Brazil,BRA,197514541,199287292,201035904,202763744,204471759,206163056,207833825,209469320,211049519,212559409,..
"Population, total",SP.POP.TOTL,British Virgin Islands,VGB,28326,28654,28850,28985,29148,29355,29567,29795,30033,30237,..
"Population, total",SP.POP.TOTL,Brunei Darussalam,BRN,393687,398997,404414,409778,414914,419791,424481,428960,433296,437483,..
"Population, total",SP.POP.TOTL,Bulgaria,BGR,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,6934015,..
"Population, total",SP.POP.TOTL,Burkina Faso,BFA,16081915,16571252,17072791,17586029,18110616,18646350,19193236,19751466,20321383,20903278,..
"Population, total",SP.POP.TOTL,Burundi,BDI,8958406,9245992,9540302,9844301,10160034,10488002,10827010,11175379,11530577,11890781,..
"Population, total",SP.POP.TOTL,Cabo Verde,CPV,498858,505241,511740,518276,524740,531140,537499,543764,549936,555988,..
"Population, total",SP.POP.TOTL,Cambodia,KHM,14541421,14780454,15026330,15274506,15521435,15766290,16009413,16249795,16486542,16718971,..
"Population, total",SP.POP.TOTL,Cameroon,CMR,20906392,21485267,22077300,22681853,23298376,23926549,24566070,25216261,25876387,26545864,..
"Population, total",SP.POP.TOTL,Canada,CAN,34339328,34714222,35082954,35437435,35702908,36109487,36545295,37065178,37593384,38005238,..
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,7022367,7072640,7123315,7173443,7222197,7269385,7314956,7358929,7401389,7442291,..
"Population, total",SP.POP.TOTL,Cayman Islands,CYM,57877,58963,59933,60848,61721,62564,63382,64172,64948,65720,..
"Population, total",SP.POP.TOTL,Central African Republic,CAF,4418639,4436411,4447945,4464171,4493171,4537683,4596023,4666375,4745179,4829764,..
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,104174038,103935318,103713726,103496179,103257886,102994278,102740078,102538451,102398537,102253057,..
"Population, total",SP.POP.TOTL,Chad,TCD,12360986,12784748,13220433,13663562,14110971,14561658,15016761,15477727,15946882,16425859,..
"Population, total",SP.POP.TOTL,Channel Islands,CHI,160990,162051,163039,164107,165387,166922,168666,170496,172264,173859,..
"Population, total",SP.POP.TOTL,Chile,CHL,17233584,17400359,17571511,17758969,17969356,18209072,18470435,18729166,18952035,19116209,..
"Population, total",SP.POP.TOTL,China,CHN,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1410929362,..
"Population, total",SP.POP.TOTL,Colombia,COL,45662747,46075721,46495492,46967706,47520667,48175048,48909844,49661056,50339443,50882884,..
"Population, total",SP.POP.TOTL,Comoros,COM,706578,723865,741511,759390,777435,795597,813890,832322,850891,869595,..
"Population, total",SP.POP.TOTL,"Congo, Dem. Rep.",COD,66755151,69020749,71358804,73767445,76244532,78789130,81398765,84068092,86790568,89561404,..
"Population, total",SP.POP.TOTL,"Congo, Rep.",COG,4394842,4510197,4622757,4736965,4856093,4980996,5110701,5244363,5380504,5518092,..
"Population, total",SP.POP.TOTL,Costa Rica,CRI,4633086,4688003,4742111,4795390,4847805,4899336,4949955,4999443,5047561,5094114,..
"Population, total",SP.POP.TOTL,Cote d'Ivoire,CIV,21028652,21547188,22087506,22647672,23226148,23822726,24437475,25069226,25716554,26378275,..
"Population, total",SP.POP.TOTL,Croatia,HRV,4280622,4267558,4255689,4238389,4203604,4174349,4124531,4087843,4065253,4047200,..
"Population, total",SP.POP.TOTL,Cuba,CUB,11236671,11257112,11282722,11306909,11324777,11335108,11339255,11338146,11333484,11326616,..
"Population, total",SP.POP.TOTL,Curacao,CUW,150831,152088,153822,155909,157980,159664,160175,159336,157441,155014,..
"Population, total",SP.POP.TOTL,Cyprus,CYP,1124837,1135046,1143866,1152297,1160987,1170189,1179685,1189262,1198574,1207361,..
"Population, total",SP.POP.TOTL,Czech Republic,CZE,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10698896,..
"Population, total",SP.POP.TOTL,Denmark,DNK,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,..
"Population, total",SP.POP.TOTL,Djibouti,DJI,853671,868136,883296,898707,913998,929117,944100,958923,973557,988002,..
"Population, total",SP.POP.TOTL,Dominica,DMA,70912,70954,71019,71091,71175,71307,71460,71626,71808,71991,..
"Population, total",SP.POP.TOTL,Dominican Republic,DOM,9813219,9930916,10048226,10165182,10281675,10397738,10513111,10627147,10738957,10847904,..
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,2951423688,2994346938,3037084158,3079685581,3122156833,3164439749,3206485623,3248413593,3290291029,3332105361,..
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,2222577723,2240312711,2257904491,2275075985,2291503725,2307625738,2323932848,2338223462,2350703749,2360855079,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1980940204,1997884913,2014779318,2031185907,2046830024,2062232304,2077970870,2091680327,2103705075,2113820753,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1956238874,1973056377,1989821912,2006100237,2021618425,2036897092,2052513823,2066103849,2078012370,2088015667,..
"Population, total",SP.POP.TOTL,Ecuador,ECU,15243885,15474099,15707473,15951832,16212022,16491116,16785356,17084359,17373657,17643060,..
"Population, total",SP.POP.TOTL,"Egypt, Arab Rep.",EGY,84529251,86422240,88404652,90424668,92442549,94447071,96442590,98423602,100388076,102334403,..
"Population, total",SP.POP.TOTL,El Salvador,SLV,6210567,6237922,6266076,6295124,6325121,6356137,6388124,6420740,6453550,6486201,..
"Population, total",SP.POP.TOTL,Equatorial Guinea,GNQ,986861,1031191,1076412,1122273,1168575,1215181,1262008,1308966,1355982,1402985,..
"Population, total",SP.POP.TOTL,Eritrea,ERI,3213969,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,Estonia,EST,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1331057,..
"Population, total",SP.POP.TOTL,Eswatini,SWZ,1072029,1079285,1086843,1095022,1104038,1113994,1124808,1136274,1148133,1160164,..
"Population, total",SP.POP.TOTL,Ethiopia,ETH,90139928,92726982,95385793,98094264,100835453,103603461,106399926,109224410,112078727,114963583,..
"Population, total",SP.POP.TOTL,Euro area,EMU,335419656,336159199,337302111,338462234,339488382,340481755,341217243,341979171,342282081,342949773,..
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,890136603,893755804,898022522,902367876,906669764,910870489,914608312,918031055,920806339,923452178,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,400286509,402534958,405034557,407530837,410073645,412538477,414846200,416880073,418757748,420211696,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,442630386,444865680,447330442,449780961,452263661,454682913,456945557,458942666,460788476,462209698,..
"Population, total",SP.POP.TOTL,European Union,EUU,440746989,441395937,442469469,443576675,444543761,445487730,446186344,446915113,447196538,447801418,..
"Population, total",SP.POP.TOTL,Faroe Islands,FRO,47815,47843,47901,47965,48055,48173,48326,48497,48677,48865,..
"Population, total",SP.POP.TOTL,Fiji,FJI,863451,865065,865602,866447,868632,872406,877460,883490,889955,896444,..
"Population, total",SP.POP.TOTL,Finland,FIN,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5530719,..
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,753858934,772742559,791943328,811249811,830536041,849739853,868954263,888488369,908739462,929989551,..
"Population, total",SP.POP.TOTL,France,FRA,65342789,65659814,65998685,66312067,66548272,66724104,66918020,67101930,67248926,67391582,..
"Population, total",SP.POP.TOTL,French Polynesia,PYF,267702,268995,270332,271713,273119,274576,276108,277673,279285,280904,..
"Population, total",SP.POP.TOTL,Gabon,GAB,1684629,1749677,1817070,1883801,1947690,2007882,2064812,2119275,2172578,2225728,..
"Population, total",SP.POP.TOTL,"Gambia, The",GMB,1848142,1905020,1963708,2024037,2085860,2149134,2213900,2280092,2347696,2416664,..
"Population, total",SP.POP.TOTL,Georgia,GEO,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3714000,..
"Population, total",SP.POP.TOTL,Germany,DEU,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83240525,..
"Population, total",SP.POP.TOTL,Ghana,GHA,25387713,25996454,26607641,27224480,27849203,28481947,29121464,29767108,30417858,31072945,..
"Population, total",SP.POP.TOTL,Gibraltar,GIB,33608,33653,33694,33726,33742,33738,33723,33715,33706,33691,..
"Population, total",SP.POP.TOTL,Greece,GRC,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10732882,10721582,10715549,..
"Population, total",SP.POP.TOTL,Greenland,GRL,56890,56810,56483,56295,56114,56186,56172,56023,56225,56367,..
"Population, total",SP.POP.TOTL,Grenada,GRD,106786,107452,108172,108900,109603,110263,110874,111449,112002,112519,..
"Population, total",SP.POP.TOTL,Guam,GUM,159690,159990,160415,161007,161851,162948,164281,165770,167295,168783,..
"Population, total",SP.POP.TOTL,Guatemala,GTM,14521515,14781942,15043981,15306316,15567419,15827690,16087418,16346950,16604026,16858333,..
"Population, total",SP.POP.TOTL,Guinea,GIN,10420459,10652032,10892821,11150970,11432096,11738434,12067516,12414292,12771246,13132792,..
"Population, total",SP.POP.TOTL,Guinea-Bissau,GNB,1562996,1604981,1648259,1692433,1737207,1782434,1828146,1874304,1920917,1967998,..
"Population, total",SP.POP.TOTL,Guyana,GUY,752029,755388,759281,763371,767433,771363,775218,779007,782775,786559,..
"Population, total",SP.POP.TOTL,Haiti,HTI,10100320,10250922,10400672,10549007,10695540,10839976,10982367,11123183,11263079,11402533,..
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,641921373,660193919,679013004,698336663,718128408,738387077,759106118,780234453,801708019,823480038,..
"Population, total",SP.POP.TOTL,High income,HIC,1159642350,1166465944,1173351852,1180423771,1187317397,1194191812,1200273639,1205941621,1210795776,1214930230,..
"Population, total",SP.POP.TOTL,Honduras,HND,8480670,8640692,8798524,8955579,9112904,9270794,9429016,9587523,9746115,9904608,..
"Population, total",SP.POP.TOTL,"Hong Kong SAR, China",HKG,7071600,7150100,7178900,7229500,7291300,7336600,7391700,7451000,7507400,7481800,..
"Population, total",SP.POP.TOTL,Hungary,HUN,9971727,9920362,9893082,9866468,9843028,9814023,9787966,9775564,9771141,9749763,..
"Population, total",SP.POP.TOTL,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,Iceland,ISL,319014,320716,323764,327386,330815,335439,343400,352721,360563,366425,..
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,5868805803,5947406419,6026674017,6105863361,6184735051,6263736146,6343292514,6420905201,6496952025,6570991956,..
"Population, total",SP.POP.TOTL,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,India,IND,1250287939,1265780243,1280842119,1295600768,1310152392,1324517250,1338676779,1352642283,1366417756,1380004385,..
"Population, total",SP.POP.TOTL,Indonesia,IDN,245115988,248451714,251805314,255128076,258383257,261556386,264650969,267670549,270625567,273523621,..
"Population, total",SP.POP.TOTL,"Iran, Islamic Rep.",IRN,74634959,75539881,76481963,77465769,78492208,79563991,80673888,81800204,82913893,83992953,..
"Population, total",SP.POP.TOTL,Iraq,IRQ,30725305,31890012,33157061,34411949,35572269,36610632,37552789,38433604,39309789,40222503,..
"Population, total",SP.POP.TOTL,Ireland,IRL,4580084,4599533,4623816,4657740,4701957,4755335,4807388,4867316,4934340,4994724,..
"Population, total",SP.POP.TOTL,Isle of Man,IMN,84889,84534,83985,83488,83232,83296,83610,84073,84589,85032,..
"Population, total",SP.POP.TOTL,Israel,ISR,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9216900,..
"Population, total",SP.POP.TOTL,Italy,ITA,59379449,59539717,60233948,60789140,60730582,60627498,60536709,60421760,59729081,59554023,..
"Population, total",SP.POP.TOTL,Jamaica,JAM,2825932,2842128,2858710,2875137,2891024,2906242,2920848,2934853,2948277,2961161,..
"Population, total",SP.POP.TOTL,Japan,JPN,127833000,127629000,127445000,127276000,127141000,126994511,126785797,126529100,126264931,125836021,..
"Population, total",SP.POP.TOTL,Jordan,JOR,7662858,8089963,8518992,8918822,9266573,9554286,9785840,9965322,10101697,10203140,..
"Population, total",SP.POP.TOTL,Kazakhstan,KAZ,16557202,16792090,17035551,17288285,17542806,17794055,18037776,18276452,18513673,18754440,..
"Population, total",SP.POP.TOTL,Kenya,KEN,43178270,44343469,45519986,46700063,47878339,49051531,50221146,51392570,52573967,53771300,..
"Population, total",SP.POP.TOTL,Kiribati,KIR,104735,106359,107887,109387,110927,112529,114153,115842,117608,119446,..
"Population, total",SP.POP.TOTL,"Korea, Dem. People's Rep.",PRK,24673392,24800638,24929500,25057793,25183832,25307665,25429816,25549606,25666158,25778815,..
"Population, total",SP.POP.TOTL,"Korea, Rep.",KOR,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51606633,51709098,51780579,..
"Population, total",SP.POP.TOTL,Kosovo,XKX,1791000,1807106,1818117,1812771,1788196,1777557,1791003,1797085,1788878,1775378,..
"Population, total",SP.POP.TOTL,Kuwait,KWT,3168054,3348852,3526382,3690939,3835588,3956862,4056102,4137314,4207077,4270563,..
"Population, total",SP.POP.TOTL,Kyrgyz Republic,KGZ,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6322800,6456200,6591600,..
"Population, total",SP.POP.TOTL,Lao PDR,LAO,6347564,6444527,6541302,6639763,6741160,6845848,6953031,7061498,7169456,7275556,..
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,2194720542,2210411890,2226143139,2241445370,2256036257,2270527108,2285348589,2297874675,2308520883,2316679176,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,596538052,603094656,609595811,615999056,622301041,628493594,634566052,640483586,646430786,652276325,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,540699864,546631449,552552130,558534202,564618410,570838477,577151682,583432088,589503742,595242966,..
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,580428448,586999600,593506947,599935349,606271936,612511541,618653508,624698076,630644771,636492840,..
"Population, total",SP.POP.TOTL,Latvia,LVA,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1901548,..
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,856471437,876867234,897793439,919222955,941131317,963519718,986385402,1009691252,1033388868,1057438163,..
"Population, total",SP.POP.TOTL,Lebanon,LBN,5202022,5537620,5913016,6261046,6532681,6714281,6819373,6859408,6855709,6825442,..
"Population, total",SP.POP.TOTL,Lesotho,LSO,2003793,2014988,2028528,2043448,2059011,2075041,2091532,2108327,2125267,2142252,..
"Population, total",SP.POP.TOTL,Liberia,LBR,4017446,4135662,4248337,4359508,4472229,4586788,4702224,4818976,4937374,5057677,..
"Population, total",SP.POP.TOTL,Libya,LBY,6247438,6285751,6320350,6362039,6418315,6492160,6580723,6678565,6777453,6871287,..
"Population, total",SP.POP.TOTL,Liechtenstein,LIE,36299,36615,36940,37219,37465,37655,37805,37918,38020,38137,..
"Population, total",SP.POP.TOTL,Lithuania,LTU,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2794137,2794700,..
"Population, total",SP.POP.TOTL,Low & middle income,LMY,5815230217,5893427777,5972367480,6051379799,6130279781,6209526269,6289507340,6367625423,6444060654,6518253973,..
"Population, total",SP.POP.TOTL,Low income,LIC,527467149,541205688,555116804,569367413,584084928,599290280,614965124,631147232,647870823,665149035,..
"Population, total",SP.POP.TOTL,Lower middle income,LMC,2923659939,2968243908,3013187396,3058248975,3103569257,3149022555,3194517542,3240031866,3285416867,3330652547,..
"Population, total",SP.POP.TOTL,Luxembourg,LUX,518347,530946,543360,556319,569604,582014,596336,607950,620001,632275,..
"Population, total",SP.POP.TOTL,"Macao SAR, China",MAC,550833,564037,577368,590210,602093,612824,622578,631633,640446,649342,..
"Population, total",SP.POP.TOTL,Madagascar,MDG,21743970,22346641,22961259,23589897,24234080,24894370,25570511,26262313,26969306,27691019,..
"Population, total",SP.POP.TOTL,Malawi,MWI,14962118,15396010,15839287,16289550,16745305,17205253,17670193,18143215,18628749,19129955,..
"Population, total",SP.POP.TOTL,Malaysia,MYS,28650962,29068189,29468923,29866606,30270965,30684652,31104655,31528033,31949789,32365998,..
"Population, total",SP.POP.TOTL,Maldives,MDV,380493,397231,415592,435018,454914,475505,496398,515704,530957,540542,..
"Population, total",SP.POP.TOTL,Mali,MLI,15514593,15979492,16449854,16934213,17438772,17965448,18512429,19077755,19658023,20250834,..
"Population, total",SP.POP.TOTL,Malta,MLT,416268,420028,425967,434558,445053,455356,467999,484630,504062,525285,..
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,56524,56712,56933,57183,57444,57723,58053,58412,58791,59194,..
"Population, total",SP.POP.TOTL,Mauritania,MRT,3598646,3706555,3817497,3930894,4046304,4163532,4282582,4403312,4525698,4649660,..
"Population, total",SP.POP.TOTL,Mauritius,MUS,1252404,1255882,1258653,1260934,1262605,1263473,1264613,1265303,1265711,1265740,..
"Population, total",SP.POP.TOTL,Mexico,MEX,115695468,117274156,118827158,120355137,121858251,123333379,124777326,126190782,127575529,128932753,..
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,103448,104506,105922,107444,108886,110215,111461,112640,113811,115021,..
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,393942668,401968363,409968633,417924350,425821771,433616042,441298977,448974232,456709496,464554123,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,338813060,344998428,351290405,357629838,363975556,370294017,376588457,382955167,389457075,396147843,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,334930074,341018430,347213697,353456440,359705464,365926929,372133652,378386080,384771769,391344574,..
"Population, total",SP.POP.TOTL,Middle income,MIC,5287763068,5352222089,5417250676,5482012386,5546194853,5610235989,5674542216,5736478191,5796189831,5853104938,..
"Population, total",SP.POP.TOTL,Moldova,MDA,2859833,2859458,2858692,2856950,2834530,2802170,2755158,2708214,2664974,2620495,..
"Population, total",SP.POP.TOTL,Monaco,MCO,36025,36459,36899,37320,37723,38070,38392,38682,38967,39244,..
"Population, total",SP.POP.TOTL,Mongolia,MNG,2770357,2824698,2881783,2940111,2998433,3056358,3113788,3170214,3225166,3278292,..
"Population, total",SP.POP.TOTL,Montenegro,MNE,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306,..
"Population, total",SP.POP.TOTL,Morocco,MAR,32781860,33241898,33715705,34192358,34663608,35126274,35581257,36029089,36471766,36910558,..
"Population, total",SP.POP.TOTL,Mozambique,MOZ,24187500,24862673,25560752,26286192,27042001,27829930,28649007,29496009,30366043,31255435,..
"Population, total",SP.POP.TOTL,Myanmar,MMR,50990612,51413703,51852464,52280816,52680724,53045199,53382521,53708318,54045422,54409794,..
"Population, total",SP.POP.TOTL,Namibia,NAM,2156698,2194777,2233506,2273426,2314901,2358044,2402623,2448300,2494524,2540916,..
"Population, total",SP.POP.TOTL,Nauru,NRU,10069,10136,10208,10289,10374,10474,10577,10678,10764,10834,..
"Population, total",SP.POP.TOTL,Nepal,NPL,27041220,26989160,26916795,26905982,27015033,27263430,27632682,28095712,28608715,29136808,..
"Population, total",SP.POP.TOTL,Netherlands,NLD,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441139,..
"Population, total",SP.POP.TOTL,New Caledonia,NCL,254350,259000,263650,268050,268700,269350,270000,270650,271300,271960,..
"Population, total",SP.POP.TOTL,New Zealand,NZL,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979300,5084300,..
"Population, total",SP.POP.TOTL,Nicaragua,NIC,5903035,5982530,6062462,6142734,6223234,6303970,6384843,6465502,6545503,6624554,..
"Population, total",SP.POP.TOTL,Niger,NER,17114770,17795209,18504287,19240182,20001663,20788789,21602388,22442831,23310719,24206636,..
"Population, total",SP.POP.TOTL,Nigeria,NGA,162805080,167228803,171765819,176404931,181137454,185960244,190873247,195874685,200963603,206139587,..
"Population, total",SP.POP.TOTL,North America,NAC,345987373,348656682,351207902,353888902,356507139,359245796,361731296,363967296,365987250,367553264,..
"Population, total",SP.POP.TOTL,North Macedonia,MKD,2058539,2061044,2064032,2067471,2070226,2072490,2074502,2076217,2076694,2072531,..
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,54013,54306,54786,55301,55779,56187,56553,56889,57213,57557,..
"Population, total",SP.POP.TOTL,Norway,NOR,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,..
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1298723126,1306807834,1315224394,1324034852,1332787383,1341701902,1350048436,1358019416,1364841892,1370858752,..
"Population, total",SP.POP.TOTL,Oman,OMN,3251102,3498031,3764805,4027255,4267341,4479217,4665926,4829476,4974992,5106622,..
"Population, total",SP.POP.TOTL,Other small states,OSS,26647965,27227313,27794594,28364446,28948893,29542903,30148954,30760469,31361259,31941374,..
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,2241808,2268553,2295450,2323558,2353578,2385744,2419767,2455336,2491878,2528958,..
"Population, total",SP.POP.TOTL,Pakistan,PAK,183340168,187280125,191260799,195305012,199426953,203631356,207906210,212228288,216565317,220892331,..
"Population, total",SP.POP.TOTL,Palau,PLW,17748,17635,17603,17625,17665,17718,17809,17911,18001,18092,..
"Population, total",SP.POP.TOTL,Panama,PAN,3706479,3770635,3835447,3901311,3968490,4037073,4106764,4176868,4246440,4314768,..
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,7472196,7631003,7788388,7946733,8107772,8271766,8438038,8606324,8776119,8947027,..
"Population, total",SP.POP.TOTL,Paraguay,PRY,6333981,6421510,6510273,6599524,6688746,6777878,6867058,6956069,7044639,7132530,..
"Population, total",SP.POP.TOTL,Peru,PER,29264314,29506790,29773986,30090372,30470739,30926036,31444299,31989265,32510462,32971846,..
"Population, total",SP.POP.TOTL,Philippines,PHL,95570049,97212639,98871558,100513137,102113206,103663812,105172921,106651394,108116622,109581085,..
"Population, total",SP.POP.TOTL,Poland,POL,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37950802,..
"Population, total",SP.POP.TOTL,Portugal,PRT,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10305564,..
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,1077830451,1082356457,1087107539,1092062242,1096949064,1101834188,1105944222,1109750489,1112709542,1115104266,..
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,753326898,775573262,798496024,821931559,845759372,869943573,894512378,919485090,944902748,970795671,..
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,3194034,..
"Population, total",SP.POP.TOTL,Qatar,QAT,2035862,2196078,2336579,2459202,2565708,2654379,2724727,2781682,2832071,2881060,..
"Population, total",SP.POP.TOTL,Romania,ROU,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19286123,..
"Population, total",SP.POP.TOTL,Russian Federation,RUS,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144104080,..
"Population, total",SP.POP.TOTL,Rwanda,RWA,10293333,10549668,10811538,11083629,11369066,11668829,11980960,12301969,12626938,12952209,..
"Population, total",SP.POP.TOTL,Samoa,WSM,187469,189089,190712,192220,193510,194540,195358,196128,197093,198410,..
"Population, total",SP.POP.TOTL,San Marino,SMR,31655,32103,32554,32941,33270,33503,33671,33784,33864,33938,..
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,184521,188394,192076,195727,199439,203221,207086,211032,215048,219161,..
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,28267591,29154906,30052058,30916603,31717676,32443443,33101183,33702757,34268529,34813867,..
"Population, total",SP.POP.TOTL,Senegal,SEN,13033814,13401990,13782429,14174740,14578450,14993514,15419354,15854324,16296362,16743930,..
"Population, total",SP.POP.TOTL,Serbia,SRB,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235,6908224,..
"Population, total",SP.POP.TOTL,Seychelles,SYC,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,..
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,6563238,6712586,6863975,7017153,7171909,7328846,7488427,7650149,7813207,7976985,..
"Population, total",SP.POP.TOTL,Singapore,SGP,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,..
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,33435,34640,36607,37685,38825,39969,40574,40654,40733,40812,..
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,..
"Population, total",SP.POP.TOTL,Slovenia,SVN,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2100126,..
"Population, total",SP.POP.TOTL,Small states,SST,35912140,36568506,37213359,37861447,38524668,39198032,39883677,40574734,41254526,41912623,..
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,541522,556066,571329,587079,603133,619438,636030,652856,669821,686878,..
"Population, total",SP.POP.TOTL,Somalia,SOM,12376305,12715487,13063711,13423571,13797204,14185635,14589165,15008225,15442906,15893219,..
"Population, total",SP.POP.TOTL,South Africa,ZAF,52003759,52832659,53687125,54544184,55386369,56207649,57009751,57792520,58558267,59308690,..
"Population, total",SP.POP.TOTL,South Asia,SAS,1661532158,1683740452,1705761545,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402,..
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1661532158,1683740452,1705761545,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402,..
